id	pass	pass_theme	name	problem	mechanism	donor	why_missed	benefit	friction	machine_cost	risks	test	related	related_ids	novelty	verdict
O4109	41	Education destruction (§100): attack each assumption of schooling	Lecture removal	explanations delivered as monologue	no step longer than one screen without a decision	active-learning meta-analysis (Freeman et al. 2014)	lecture is the cheapest format to staff	attention held by decisions, not tricks	L	M	fragmenting long arguments	time per step and completion vs comprehension	Explorable model as the unit	L041	KNOWN	S
O4110	41	Education destruction (§100): attack each assumption of schooling	Textbook dissolution	books are the unit of knowledge	ideas are compiled from books into mechanisms; the book is cited, not assigned	compilers	publishers sell books	only the load-bearing part reaches the learner	L	M	losing the book's voice	share of sessions with a preserved jewel	Book → primitives; Jewel vs context	L126 L118	COMBO	M:Book → primitives
O4111	41	Education destruction (§100): attack each assumption of schooling	Exam as instrument, not goal	education optimises for exams	tests exist to steer the next session; there is no final exam	formative assessment (Black & Wiliam 1998)	exams are accountability tools	no teaching to the test	L	L	no summative pressure	audit: no score is used for anything but scheduling	No composite score	L288	KNOWN	S
O4112	41	Education destruction (§100): attack each assumption of schooling	Prerequisite honesty	courses demand prerequisites that are not needed	each step names the one missing step it needs; nothing else is required	dependency analysis	prerequisites protect departments	access to ideas years earlier	L	M	missing a real prerequisite	x-ray 'step' causes per session	Discovered prerequisites	L033	COMBO	M:Discovered prerequisites
O4113	41	Education destruction (§100): attack each assumption of schooling	Homework abolition	homework is unbounded and unmeasured	the only homework is one forge applied once, with one yes/no reality tap	implementation intentions (Gollwitzer)	homework is traditional	bounded, real use	L	L	too little practice	reality-tap 'used' rate	Life-as-lab forge; Reality taps	L054 L494	KNOWN	S
O4114	41	Education destruction (§100): attack each assumption of schooling	Motivation outsourcing refusal	schools rely on external rewards	the only reward is the click and a real use; no points, no badges	self-determination theory	rewards are cheap to add	intrinsic interest not undermined	L	L	lower early engagement	lint for points and badges; weekly return rate	Dark-pattern ban; Badges	L423 L218	KNOWN	S
O4115	41	Education destruction (§100): attack each assumption of schooling	School-to-life gap closer	schooling ends at the classroom door	every session ends with a device for this week and asks once whether it met reality	transfer-appropriate processing	outside life is not measured	ideas used where they matter	L	L	self-report bias	tap answers vs later forge quality	Reality taps	L494	KNOWN	M:Reality taps
O4116	41	Education destruction (§100): attack each assumption of schooling	Age-grade escape	content is gated by age or year	content gated only by demonstrated readiness	mastery learning (Bloom 1968)	grades organise schools	no ceiling	L	L	mismatched maturity	readiness-gated items attempted vs passed	Discovered prerequisites	L033	KNOWN	S
O4117	41	Education destruction (§100): attack each assumption of schooling	Uniform pacing removal	a class moves at one speed	the next step's size adapts to the last committed answers	adaptive instruction	one teacher, many students	fewer wasted minutes	L	M	noisy adaptation	steps skipped vs later errors	Success-rate controller	L093	KNOWN	M:Success-rate controller
O4118	41	Education destruction (§100): attack each assumption of schooling	Teacher-authority audit	explanations are trusted because an authority gave them	each explanation carries its source grade and a test that could show it wrong	peer review	classrooms rarely expose provenance	trust calibrated to evidence	L	M	cluttered screens	share of steps with a graded source	Provenance on demand; Myth provenance grades	L429 L492	KNOWN	M:Provenance on demand
O4119	41	Education destruction (§100): attack each assumption of schooling	Classroom discussion	discussion needs a class	scheduled group discussions	seminars	—	real disagreement	H	M	scheduling burden for one learner	—	Co-op	L219	KNOWN	R:SCOPE
O4120	41	Education destruction (§100): attack each assumption of schooling	Semester final	summative proof	a big exam at season end	final exams	—	—	M	L	cramming, anxiety	—	Delayed proof	L004	KNOWN	R:EVID
O4201	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Primary-number rule	secondary summaries distort numbers	the key number is shown as in the primary source with its year and denominator	data journalism	textbooks round and relabel	trust and memorability	L	M	misreading the primary table	audit: each key number has a source id	Archive data; Provenance checker	L380 L504	KNOWN	S
O4202	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Scene before abstraction	abstractions float without an anchor	a concrete scene (Vienna 1846, Soho 1854) precedes the principle	case method	principles are faster to write	a retrieval cue for the idea	L	L	anecdote replacing evidence	hook accuracy for scene-first vs principle-first	Discovery reenactment	L183	KNOWN	S
O4203	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Life-case compiler	authored cases feel distant	the learner's logged decisions become cases for later sessions	case-based reasoning	school has no access to the learner's life	maximal relevance	M	M	privacy, rumination	hook accuracy on life cases vs authored cases	Learner's data as cases	L483	COMBO	M:Learner's data as cases
O4204	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Street-object looking	some experiences need presence	structured looking at a real object nearby (a queue, a bridge, a label) with fixed-option questions	nature journaling	field trips are costly	perception trained on the real world	M	L	impractical tasks	completion and accuracy of observations	Observation quest; Micro-fieldwork	L058 L369	COMBO	S
O4205	42	Irreducible experience and reality (§5, §6, §33, §61–62)	One physical act per season	some capabilities need the body	one physical measurement or action per season (time a queue, drop two objects)	embodied cognition (evidence mixed)	screens are easier	felt understanding	M	L	gimmick	retention for sessions with vs without the act	Embodied tasks	L318	COMBO	S
O4206	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Paced reveal	explanations kill wonder	prediction, surprise, then mechanism; never the answer first	narrative suspense	information-first formats	curiosity survives the explanation	L	L	manipulative pacing	voluntary GO DEEPER after reveals	Predict before tell; Mystery structure	L002 L222	KNOWN	S
O4207	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Original-order replay	history is taught with hindsight	events shown in the order people learned them, with only what they knew	historiography	textbooks use logical order	the real feel of discovery	L	M	confusing sequence	prediction accuracy under period knowledge	Discovery reenactment; Presentism alarm	L183 L387	KNOWN	S
O4208	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Safe real failure	errors in the app don't hurt	forges designed so a weak device fails visibly within the week, at low stakes	natural consequences	classroom errors are free	feedback from reality	M	L	real harm	only low-stakes forges pass the linter	Life-as-lab forge	L054	COMBO	S
O4209	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Whole artefact viewing	descriptions replace artefacts	public-domain artefacts shown whole when lawful (tables, drawings, maps)	archives	rights and effort	direct contact with evidence	L	M	copyright	provenance audit	Primary artifact as the unit; Public-domain art library	L044 L247	KNOWN	M:Primary artifact as the unit
O4210	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Measure it yourself	numbers arrive pre-digested	the learner measures one quantity and the session uses it	citizen science	requires the world	ownership of data	M	L	bad measurement	plausibility check on the reported number	Measurement design	L189	COMBO	S
O4211	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Surprise ledger	surprises are forgotten	confident wrong predictions are kept and shown back months later	prediction journals	not tracked	belief change made visible	L	L	rumination	revisited surprises retained	Surprise journal; Belief version control	L205 L357	COMBO	M:Surprise journal
O4212	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Stakes-first framing	learners ask why this matters	every session states what goes wrong without the idea before any content	problem-based learning	content-first habit	motivated attention	L	L	exaggerated stakes	stakes claims carry provenance	Stakes per session	L233	KNOWN	M:Stakes per session
O4213	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Notice-first step	everything is explained before it is seen	a step shows a picture and asks what the learner notices, with fixed options	visual thinking strategies	time pressure	perception before labels	L	L	drift toward open prompts	noticing accuracy; options always fixed	Looking protocols	L236	COMBO	S
O4214	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Spoiler shield	the first exposure happens once	door text and hooks never contain an answer the session will ask to predict	spoiler etiquette	reviews reveal answers	honest predictions	L	L	none significant	lint: door and hook text vs later keys	Predict before tell	L002	UNCLEAR	S
O4215	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Reality number	the app cannot see the world	each forge asks for one number from reality (minutes slept, items done)	self-tracking	no channel	claims grounded in data	L	L	noise, burden	response rate and variance	Personal lab notebook	L191	KNOWN	S
O4216	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Reality veto	the app may be wrong about the world	when a forge fails in reality, its session is flagged for revision	incident reports	no loop from world to content	self-correcting content	L	L	false alarms	flags per season and fixes shipped	Reality taps; Error bounty	L494 L299	COMBO	S
O4217	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Place from primary maps	some knowledge needs place	a walk through a place built from primary maps and plans	virtual tours	cost	spatial memory	M	H	fabricated detail	—	Virtual museum walk	L243	KNOWN	R:COST
O4218	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Forced slow looking	fast consumption	CONTINUE disabled for 20 seconds while details reveal	slow-looking pedagogy	speed rewarded	perception	M	L	coercion, annoyance	—	Looking protocols	L236	KNOWN	R:ADDICT
O4219	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Experience-sampled use	use outside the app is unknown	random prompts during the week asking whether an idea is in play	experience sampling (Csikszentmihalyi)	not done	rich use data	M	M	interruptions, notification pressure	—	Moment prompts; No notifications	L055 L427	KNOWN	R:ADDICT
O4220	42	Irreducible experience and reality (§5, §6, §33, §61–62)	Irreducible-part test	is the jewel really irreducible?	compare sessions with the jewel paraphrased vs preserved on delayed hooks	ablation studies	never tested	evidence for what must stay	L	M	small n	within-person counterbalanced comparison	Jewel vs context	L118	COMBO	S
O4301	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Three-boxes drill	people can't say what a problem basically is	after a messy case, choose the three boxes that capture it	minimal models in science	essays reward length	fast structure finding	L	L	oversimplifying	boss-world three-boxes item accuracy	Minimum sufficient model board	O4313	COMBO	S
O4302	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Decisive-question pick	people ask many weak questions	choose from four the question whose answer would change the decision	value of information (Howard 1966)	questions are not graded	sharper inquiry	L	L	context-free questions	transfer items on unseen decisions	Decisive question as the unit	L040	KNOWN	S
O4303	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Egyptian-Arabic sticky line	technical terms don't stick	every term has a short Egyptian-Arabic line beside the human and technical ones	native-language glosses	English-only curricula	memory in the learner's own voice	L	M	translation errors	native review; recall with vs without	Sticky mnemonic layer	L129	COMBO	S
O4304	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Human-first definition	definitions start technical	human sentence first, technical last	concreteness fading (Fyfe et al. 2014)	rigour-first habit	understanding before formalism	L	L	imprecision if the last layer is skipped	vocabulary cards always have three layers (test)	Label after concept; Definitions after concepts	L012 L362	KNOWN	M:Label after concept
O4305	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Open-prompt ban	'what do you think?' costs effort without feedback	every task has fixed options with a key and a diagnosis per wrong option	diagnostic multiple choice	open prompts are easy to write	no thinking tax	L	L	shallow recognition	lint test; far-transfer accuracy	Reflection prompts; Session linter	L455 L499	KNOWN	S
O4306	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Forge from graded parts	creative tasks are open-ended	build a device from graded parts, then critique it	morphological analysis (Zwicky)	creation seen as free-form	creation without blank-page cost	L	L	constrained creativity	forge quality vs reality use	Forge templates	L502	COMBO	S
O4307	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	One decision per screen	screens overload	each screen carries one decision; the helper row never grows	Hick's law	features accumulate	calm interface	L	L	hidden depth	controls counted per screen (test)	One button; Progressive disclosure	L417 L418	KNOWN	S
O4308	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	One-sentence truth pick	long explanations hide confusion	choose the one-sentence version that keeps the truth from four	summarisation tasks	not assessed	compression as a skill	L	L	false precision	cognitive-shock item 2	Summary must pass a test	L123	COMBO	M:Summary must pass a test
O4309	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Analogy with a breaking point	analogies mislead	every analogy card says where it breaks	analogical reasoning research	analogies seen as decoration	fast intuition with limits	L	L	misleading analogy	lint: 'where it breaks' present	Analogy pair as the unit	L018	KNOWN	S
O4310	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Jargon-dressed distractors	fancy words impress	distractors dressed in jargon are scored wrong and diagnosed as pretension	plain-language movement	jargon is rewarded	resistance to verbal fog	L	L	anti-intellectual tone	pretension bug rate over time	Sentence-level clarity test	O4315	UNCLEAR	S
O4311	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Missing-step bridge	explanations skip a step	THIS DIDN'T CLICK → step shows the one missing step	worked-example research	teachers can't see the gap	repairs the real cause	L	L	wrong guess of the missing step	accuracy after the bridge	Discovered prerequisites	L033	KNOWN	S
O4312	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Cause-typed repair router	one repair for every confusion	the learner picks the cause (word, picture, step, why care) and gets that repair	help-seeking research	hint levels ignore cause	right repair first time	L	L	misattributed causes	post-repair accuracy by cause	Missing-step bridge	O4311	UNCLEAR	S
O4313	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Minimum sufficient model board	discussion lacks a model	switch mechanisms on until all symptoms are explained, then remove one	model selection (parsimony)	not practised	parsimony as a habit	L	M	non-unique models (taught explicitly)	boss-world model step	Three-boxes drill	O4301	UNCLEAR	S
O4314	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Hard minute budget	sessions sprawl	each session has a hard budget; a short dose continues tomorrow instead of rushing	time-boxing	lectures overrun	respect for time	L	L	rushing	minutes vs plan	Minimum effective dose	L006	KNOWN	M:Minimum effective dose
O4315	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Sentence-level clarity test	writing is vague	rewrite options scored on concrete subject and verb, dead words, stress position	Gopen & Swan 1990	style taught as taste	clear writing	L	L	rule worship	taste-session transfer items	Writing + reasoning	L458	KNOWN	S
O4316	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Counterless question vault	good questions get lost; lists become debts	flagged questions are stored without a counter or reminder and answered only when a session exists	question banks	no place for questions	curiosity kept without debt	L	L	the vault as hidden backlog	test: no count or nag anywhere	Question vault	L476	COMBO	M:Question vault
O4317	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Glossary page	terms scattered	a full glossary	book appendix	—	look-up	L	L	search cost, detached from use	—	Term budget per step	L107	KNOWN	R:DUP
O4318	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Free-text reflection box	depth	a text box after each session	journals	—	—	M	L	thinking tax; unscored	—	Reflection prompts; Journaling	L455 L062	KNOWN	R:TAX
O4319	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Complexity meter	is a screen too complex?	count terms, controls and words per screen at build time and fail above a budget	readability formulas	not measured	the firewall enforced by the machine	L	L	metric gaming by splitting screens	build-time budget test	One decision per screen; Session type checker	O4307 L158	COMBO	S
O4320	43	Complexity firewall, vocabulary law, no open-ended laziness (§9–§13)	Vocabulary debt tracker	unknown words accumulate	words the learner opened most are re-used in later sessions deliberately	vocabulary spacing	untracked	words become owned	L	L	none	term reopen rate over time	Hooks inside later sessions	L053	COMBO	S
O4401	44	Satisfaction and click-event economics (§15–§16)	Click-event candidate	no one measures insight	a confident wrong prediction then a right, non-guessed transfer in the same session is logged as a click	insight research (Kounios & Beeman 2014)	insight is invisible to grading	optimise for real clicks	L	L	false positives from guessing	clicks vs delayed far transfer	Prediction error	L327	COMBO	S
O4402	44	Satisfaction and click-event economics (§15–§16)	Minutes per click	cost of insight unknown	receipts show minutes per click candidate	unit economics	not measured	dose tuning	L	L	gaming by answering wrong first	wrong-first detector: 'sure' required	Click-event candidate; Bits per minute	O4401 L117	COMBO	S
O4403	44	Satisfaction and click-event economics (§15–§16)	Understanding as the only payoff	apps pay out variable rewards	the payoff is the change shown back (what you now predict differently)	self-determination theory	engagement metrics	healthy return	L	L	lower daily return	no variable-reward code (lint)	Dark-pattern ban	L423	KNOWN	S
O4404	44	Satisfaction and click-event economics (§15–§16)	Evidence-only receipt	sessions end without closure	the receipt lists only logged facts: predictions revised, device built, what returns when	after-action review	no closure	felt progress grounded in evidence	L	L	self-congratulation	receipt fields all trace to logs (test)	Compressed receipts	L122	COMBO	S
O4405	44	Satisfaction and click-event economics (§15–§16)	Click forecasting	which session will click?	predict each session's click chance from history and order the season by it	recommender systems	not tracked	higher yield per minute	L	M	exploitation over exploration	forecast Brier score	Click-event candidate	O4401	COMBO	S
O4406	44	Satisfaction and click-event economics (§15–§16)	Click replay far away	clicks stay local	the clicked idea returns as a 7-day hook in a far domain	variability of practice	same-context review	click becomes capability	L	L	none	7-day far-hook accuracy after clicks	Hooks inside later sessions	L053	COMBO	S
O4407	44	Satisfaction and click-event economics (§15–§16)	Satisfaction firewall	fun is not learning	satisfaction never enters any optimisation target	Goodhart's law	engagement-driven ed-tech	objective protected	L	L	boredom	objective definitions audited	No composite score	L288	KNOWN	S
O4408	44	Satisfaction and click-event economics (§15–§16)	No pure-setup screen	long wait for payoff	every screen ends with a decision or a reveal	game-design pacing	chapter structure	attention	L	L	choppy flow	count of screens without a decision	Lecture removal	O4109	KNOWN	S
O4409	44	Satisfaction and click-event economics (§15–§16)	Earned depth	depth imposed on all	GO DEEPER only after the core, never required	progressive disclosure	fixed depth	respect	L	L	never going deep	deeper opens per session	Progressive disclosure	L418	KNOWN	M:Progressive disclosure
O4410	44	Satisfaction and click-event economics (§15–§16)	Click taxonomy	clicks differ	tag each click by what preceded it: new representation, contrast, prediction error	learning analytics	untracked	which pedagogy produces insight	L	M	overfitting	click causes per representation kind	Representation tournament	L079	COMBO	S
O4411	44	Satisfaction and click-event economics (§15–§16)	Closed endings	cliffhangers keep users	sessions end closed; no loop is left open to pull the learner back	Zeigarnik critique	retention metrics	no compulsion	L	L	lower return	lint for cliffhanger text	Cliffhangers	L225	KNOWN	S
O4412	44	Satisfaction and click-event economics (§15–§16)	Time to first transfer	time to understanding unknown	minutes from session start to first right transfer answer	time-to-competence	not measured	a learning-speed signal	L	L	rushing	trend over seasons	Bits per minute	L117	COMBO	S
O4413	44	Satisfaction and click-event economics (§15–§16)	One idea per session	too many ideas	one primitive, one contrast per session	chunking	coverage pressure	clean clicks	L	L	slow breadth	clicks per session vs ideas per session	Anti-coverage rule	O4105	KNOWN	S
O4414	44	Satisfaction and click-event economics (§15–§16)	Hard-question dessert	hard problems scare	the challenge is framed as optional proof, never a gate	challenge by choice	exams are gates	confidence without pressure	L	L	avoiding challenges	challenge attempts	Permission to skip by proof	O4107	KNOWN	S
O4415	44	Satisfaction and click-event economics (§15–§16)	Variable bonus	retention	random bonuses on completion	slot machines	—	—	L	L	compulsion	—	Dark-pattern ban	L423	KNOWN	R:ADDICT
O4416	44	Satisfaction and click-event economics (§15–§16)	Days-in-a-row counter	return rate	a streak display	habit apps	—	—	L	L	guilt, loss aversion	—	Loss-aversion streaks	L310	KNOWN	R:GUILT
O4417	44	Satisfaction and click-event economics (§15–§16)	Friends leaderboard	motivation	rank against friends	social comparison	—	—	L	M	comparison harm	—	Badges	L218	KNOWN	R:SLOP
O4418	44	Satisfaction and click-event economics (§15–§16)	That-clicked button	the learner feels an insight	a one-tap self-report	self-report	—	a cheap signal	L	L	noise; adds a control	—	Click-event candidate	O4401	KNOWN	R:UNTEST
O4419	44	Satisfaction and click-event economics (§15–§16)	Insight yield per season	which seasons pay?	clicks per 100 minutes per season, with n	portfolio returns	not computed	season selection by evidence	L	L	small n	report with n, no p-values	Primitive portfolio	L278	COMBO	S
O4420	44	Satisfaction and click-event economics (§15–§16)	Click-to-reality conversion	insight may stay in the app	share of clicks whose forge was reported 'used'	conversion funnels	not linked	insight that reaches life	L	L	self-report	tap answers after clicked sessions	Reality taps; Click-event candidate	L494 O4401	COMBO	S
O4501	45	Civilization compiler and knowledge recompiler (§17, §75)	Mechanism extraction	knowledge is stored as books and fields	compile a domain into its load-bearing mechanisms with cases and tests	compilers; many-model thinking (Page 2018)	disciplines teach content, not mechanisms	portable understanding	M	H	losing context	mechanism coverage per domain vs an expert list	Mechanism-indexed map; Book → primitives	L014 L126	COMBO	S
O4502	45	Civilization compiler and knowledge recompiler (§17, §75)	Filled-cell rule	cases invented to fill a matrix	a primitive × domain cell counts only with a verified, sourced case	periodic tables	departments don't share	honest map of where ideas travel	M	M	empty cells stay empty	every cell has a provenance id	Primitive × domain matrix	L026	COMBO	S
O4503	45	Civilization compiler and knowledge recompiler (§17, §75)	Recompile on source change	facts change, courses don't	each claim has a source date; a changed source rebuilds the affected steps	build systems (make)	static textbooks	freshness	L	M	churn	stale-claim count	Live update; Knowledge half-life	L154 L411	COMBO	S
O4504	45	Civilization compiler and knowledge recompiler (§17, §75)	Three-moment history	an idea's history is long	the three moments that changed the idea, each with what people knew then	concept genealogy	chronological surveys	fast grasp of why	L	M	cherry-picking	expert review of chosen moments	Concept genealogy	L378	COMBO	S
O4505	45	Civilization compiler and knowledge recompiler (§17, §75)	Dead-end museum	failed ideas are forgotten	short cases of ideas that failed and why (miasma, phlogiston)	history of science	success stories only	judgment about ideas	L	M	presentism	prediction accuracy on failed-idea cases	Lost futures; Presentism alarm	L384 L387	COMBO	S
O4506	45	Civilization compiler and knowledge recompiler (§17, §75)	Domain entry kit	entering a new field is slow	for any field: its three core mechanisms, its classic mistake, its decisive question	expert elicitation	fields gate entry	fast orientation	M	H	a wrong kit	alien-problem orientation time	Three-boxes drill	O4301	COMBO	S
O4507	45	Civilization compiler and knowledge recompiler (§17, §75)	Canon compression with one jewel	classics are long	a classic compiled to the mechanism it contributed plus one preserved public-domain passage	abridgement	reading lists	access to the idea without losing the voice	M	M	betraying the work	jewel preserved; provenance audit	Whole treatises; Jewel vs context	L364 L118	COMBO	S
O4508	45	Civilization compiler and knowledge recompiler (§17, §75)	Cross-era translation	old texts use old concepts	translate an old argument into mechanism terms, marking what doesn't translate	hermeneutics	anachronism unmarked	respect and understanding	M	M	anachronism	marked non-translations per case	Presentism alarm	L387	COMBO	S
O4509	45	Civilization compiler and knowledge recompiler (§17, §75)	Name-collision map	fields name the same mechanism differently	map names across fields (feedback = homeostasis = control loop)	concept mapping	silos	wormholes between fields	L	M	false equivalence	expert check of each equivalence	Mechanism-indexed map	L014	KNOWN	S
O4510	45	Civilization compiler and knowledge recompiler (§17, §75)	Mechanism genealogy	where did an idea come from?	each primitive lists sourced ancestors and descendants	phylogenetics	not taught	structure of knowledge	L	M	speculative lineage	a source for each link	Concept genealogy	L378	COMBO	M:Concept genealogy
O4511	45	Civilization compiler and knowledge recompiler (§17, §75)	Unsourced-claim build failure	unsourced claims slip in	the build rejects a session with any claim lacking a source id	static analysis	manual editing	truth protected	L	L	false sense of security	test R20	Provenance checker	L504	KNOWN	M:Provenance checker
O4512	45	Civilization compiler and knowledge recompiler (§17, §75)	Half-life tags	some facts expire fast	each claim tagged with an expected half-life (a constant vs a market statistic)	half-life of facts (Arbesman 2012)	not tracked	right re-verification cadence	L	M	bad estimates	re-verification adherence	Knowledge half-life	L411	KNOWN	M:Knowledge half-life
O4513	45	Civilization compiler and knowledge recompiler (§17, §75)	Belief recompile	old beliefs persist after sources change	when a source changes, beliefs in the ledger that rest on it return as hooks	cache invalidation	no ledger exists	beliefs stay current	L	M	noise	flag-to-hook conversions	Belief version control; Recompile on source change	L357 O4503	COMBO	S
O4514	45	Civilization compiler and knowledge recompiler (§17, §75)	Missing-tool atlas	why progress stalled	cases where a missing instrument or concept blocked progress	history of technology	rarely framed	sense of what unlocks progress	L	M	just-so stories	grade every case	Dead-end museum	O4505	COMBO	S
O4515	45	Civilization compiler and knowledge recompiler (§17, §75)	Encyclopedia autocompile	cheap content	a model compiles sessions from encyclopedias	content farms	—	—	L	M	fabrication, slop	—	Auto-season from a book	L505	KNOWN	R:TRUTH
O4516	45	Civilization compiler and knowledge recompiler (§17, §75)	Everything course	coverage	a course on every field	MOOC catalogues	—	—	H	H	shallow and infinite	—	Anti-coverage rule	O4105	KNOWN	R:SCOPE
O4517	45	Civilization compiler and knowledge recompiler (§17, §75)	Held-out battery per primitive	is a mechanism understood?	each primitive ships with an unseen transfer battery never shown in sessions	item banks	tests follow courses	portable evidence	L	M	item leakage	held-out items never appear in session text (test)	Held-out audits	L289	COMBO	S
O4518	45	Civilization compiler and knowledge recompiler (§17, §75)	Domain entry cost	some fields are harder to enter	minutes to 3/4 far transfer recorded per domain	learning curves	untracked	cheap high-value entries chosen first	L	L	small n	learning-speed series	Time to first transfer	O4412	COMBO	S
O4519	45	Civilization compiler and knowledge recompiler (§17, §75)	Founder-work compiler	founder lessons are scattered	company events compiled into mechanism cases	post-mortems	no bridge	relevance	M	M	privacy	cases used vs hooks	Life-case compiler	O4203	COMBO	M:Learner's data as cases
O4520	45	Civilization compiler and knowledge recompiler (§17, §75)	Civilizational recompile schedule	the canon of mechanisms itself ages	once a year, re-rank primitives by use and evidence; retire and add	portfolio rebalancing	curricula ossify	a living canon	L	M	churn	yearly diff with reasons	Retirement rule; Primitive portfolio	L029 L278	COMBO	S
O4601	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Capability atoms	capabilities are named by subject, not by operation	a small set of atoms (causal, probabilistic, model, constraint, question…) tags every step	cognitive task analysis	subjects hide shared operations	training aimed at operations that travel	L	L	atoms too coarse or too many	per-atom delayed accuracy is stable across domains	Capability as the unit	L001	COMBO	S
O4602	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Atom coverage map	some atoms are never trained	count steps per atom per season; seasons fill thin atoms	coverage testing	no atom list exists	balanced growth	L	L	atom counting becomes the goal	atom counts vs delayed accuracy	Capability atoms	O4601	COMBO	S
O4603	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Periodic groups by operation	atoms lack structure	group atoms by what they act on: causes, uncertainty, representations, questions, values, self	Mendeleev's table	no taxonomy of thinking operations	predicts missing atoms	L	L	false precision	each group predicts an atom later found useful	Capability atoms	O4601	UNCLEAR	S
O4604	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Periods by abstraction level	atoms mix levels	rows: perceive → model → intervene → evaluate → meta	Bloom's revised taxonomy	levels taught as a hierarchy of verbs	clearer next step per atom	L	L	Bloom-like rigidity	row predicts difficulty order	Periodic groups by operation	O4603	KNOWN	S
O4605	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Compound capabilities	real skills are combinations	compounds defined as bonded atoms: diagnosis = base rate + causal + question	chemistry	skills taught as wholes	decompose real skills into trainable parts	L	M	wrong decompositions	compound items predicted from atom scores	Multi-primitive boss problems	L210	UNCLEAR	S
O4606	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Bond strength test	which atoms work together?	an item needing two atoms tests the bond; failure when both atoms pass alone is a bond failure	interaction effects	not measured	finds integration gaps	L	M	confounded items	bond items vs single-atom items	Compound capabilities	O4605	UNCLEAR	S
O4607	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Catalyst representations	some representations speed many atoms	track which representation raises accuracy across several atoms	catalysis	representations judged per topic	high-leverage representations	L	M	noise	cross-atom effect of a representation	Representation tournament	L079	UNCLEAR	S
O4608	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Inhibitor misconceptions	some bugs block several atoms	misconceptions that lower accuracy across atoms get priority repair	enzyme inhibition	bugs fixed per topic	leverage in repair	L	M	misattribution	repair of one bug raises several atoms	Misconception miner	L495	UNCLEAR	S
O4609	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Dark-matter atoms	some capabilities are real but unnamed	log unexplained successes and failures; a cluster that fits no atom proposes a new one	dark matter inference	only named skills are taught	discovers missing capabilities	L	M	inventing atoms from noise	a proposed atom must predict new items	Capability atoms; Anomaly hunt	O4601 L186	UNCLEAR	S
O4610	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Orientation atom	entering the unknown is untaught	a named atom for 'what kind of problem is this?' trained by unlabelled items	situational awareness	every exercise tells you the chapter	faster start in new domains	L	L	hard to measure	unlabelled-item accuracy trend	Unlabelled boss world	O5201	COMBO	S
